345.0043;744.774;2478.6985;1.0; 211.6622;508.66467;2533.501;1.0; 44.85748;562.2723;2520.444;1.0; -94.868645;289.5125;2592.8235;1.0; -142.27448;-9.210244;2515.3528;1.0; 378.46692;455.05704;2546.5579;1.0; 330.60364;214.16818;2635.0833;1.0; 286.9327;11.554244;2483.4175;1.0; 145.21265;303.99182;2542.0852;1.0; -32.1819;134.97443;2541.985;1.0; -42.92551;-388.36673;2560.2126;1.0; -20.005503;-867.4547;2669.713;1.0; 189.70807;63.66354;2559.3538;1.0; 197.44162;-431.79907;2559.9104;1.0; 204.77715;-925.2531;2651.1306;1.0; 
345.0043;744.774;2478.6985;1.0; 211.6622;508.66467;2533.501;1.0; 44.85748;562.2723;2520.444;1.0; -94.868645;289.5125;2592.8235;1.0; -142.27448;-9.210244;2515.3528;1.0; 378.46692;455.05704;2546.5579;1.0; 330.60364;214.16818;2635.0833;1.0; 286.9327;11.554244;2483.4175;1.0; 145.21265;303.99182;2542.0852;1.0; -32.1819;134.97443;2541.985;1.0; -42.92551;-388.36673;2560.2126;1.0; -20.005503;-867.4547;2669.713;1.0; 189.70807;63.66354;2559.3538;1.0; 197.44162;-431.79907;2559.9104;1.0; 204.77715;-925.2531;2651.1306;1.0; 
341.31113;756.7246;2487.7854;1.0; 201.64276;512.7094;2542.5725;1.0; 22.55108;565.7849;2537.2952;1.0; -98.75116;281.4958;2590.2664;1.0; -148.24046;-18.168474;2501.4414;1.0; 380.73447;459.63397;2547.8496;1.0; 328.92102;222.7212;2633.4802;1.0; 337.2663;-4.7279444;2569.3416;1.0; 140.45045;306.71576;2547.4673;1.0; -32.68989;133.8989;2549.0635;1.0; -43.654778;-389.35107;2565.2502;1.0; -21.124653;-866.62335;2673.6118;1.0; 191.20618;67.545265;2555.661;1.0; 199.66756;-432.0645;2554.6445;1.0; 205.53445;-924.418;2645.6567;1.0; 
333.93747;760.99023;2491.4353;1.0; 205.20216;502.85596;2536.6484;1.0; 28.454245;555.8448;2529.4365;1.0; -103.33374;278.3343;2587.905;1.0; -140.2792;-26.808857;2519.2695;1.0; 381.9501;449.86713;2543.8604;1.0; 334.45526;236.2724;2648.1553;1.0; 327.79562;4.9172797;2556.9207;1.0; 143.78508;299.37015;2546.753;1.0; -32.077904;130.19508;2552.1875;1.0; -43.324505;-391.91046;2564.5999;1.0; -19.405478;-869.07245;2671.9714;1.0; 196.81389;61.573593;2561.5273;1.0; 201.3279;-431.25912;2554.6667;1.0; 206.2801;-923.3114;2644.8125;1.0; 
333.93747;760.99023;2491.4353;1.0; 205.20216;502.85596;2536.6484;1.0; 28.454245;555.8448;2529.4365;1.0; -103.33374;278.3343;2587.905;1.0; -140.2792;-26.808857;2519.2695;1.0; 381.9501;449.86713;2543.8604;1.0; 334.45526;236.2724;2648.1553;1.0; 327.79562;4.9172797;2556.9207;1.0; 143.78508;299.37015;2546.753;1.0; -32.077904;130.19508;2552.1875;1.0; -43.324505;-391.91046;2564.5999;1.0; -19.405478;-869.07245;2671.9714;1.0; 196.81389;61.573593;2561.5273;1.0; 201.3279;-431.25912;2554.6667;1.0; 206.2801;-923.3114;2644.8125;1.0; 
311.3092;764.84814;2493.6118;1.0; 190.70323;510.44055;2538.769;1.0; 23.972324;552.4266;2529.4468;1.0; -99.7577;283.95523;2586.998;1.0; -134.50153;-16.562399;2488.8618;1.0; 357.4341;468.4545;2548.0913;1.0; 343.06738;263.00226;2639.704;1.0; 321.30206;-19.276125;2545.2183;1.0; 137.92567;303.27786;2549.6792;1.0; -33.81308;126.0719;2553.938;1.0; -45.15851;-396.81058;2562.1843;1.0; -20.141567;-874.3725;2671.2007;1.0; 204.10933;66.15847;2567.2407;1.0; 203.99727;-427.28406;2554.7354;1.0; 207.621;-919.0762;2643.7551;1.0; 
311.3092;764.84814;2493.6118;1.0; 190.70323;510.44055;2538.769;1.0; 23.972324;552.4266;2529.4468;1.0; -99.7577;283.95523;2586.998;1.0; -134.50153;-16.562399;2488.8618;1.0; 357.4341;468.4545;2548.0913;1.0; 343.06738;263.00226;2639.704;1.0; 321.30206;-19.276125;2545.2183;1.0; 137.92567;303.27786;2549.6792;1.0; -33.81308;126.0719;2553.938;1.0; -45.15851;-396.81058;2562.1843;1.0; -20.141567;-874.3725;2671.2007;1.0; 204.10933;66.15847;2567.2407;1.0; 203.99727;-427.28406;2554.7354;1.0; 207.621;-919.0762;2643.7551;1.0; 
269.56384;777.6875;2499.4087;1.0; 184.52002;525.9367;2542.737;1.0; 15.564397;564.0689;2532.6077;1.0; -96.49667;296.07266;2588.2449;1.0; -124.63875;-1.4475595;2510.7349;1.0; 353.47565;487.80453;2552.8667;1.0; 344.40714;266.14655;2635.7852;1.0; 322.52765;-28.182295;2539.2148;1.0; 135.63972;311.77844;2551.8472;1.0; -33.333935;124.72447;2553.757;1.0; -44.933445;-400.93057;2561.3193;1.0; -20.392176;-879.68756;2665.3625;1.0; 206.85278;70.5159;2568.1572;1.0; 205.25847;-426.08984;2557.6655;1.0; 208.29207;-916.9078;2645.5078;1.0; 
231.88634;795.21313;2494.1248;1.0; 165.66006;537.16626;2541.5269;1.0; 0.25617486;564.98047;2534.7222;1.0; -93.945984;297.119;2591.0627;1.0; -134.33803;39.242718;2519.289;1.0; 331.06396;509.352;2548.3318;1.0; 341.02115;269.12036;2631.8303;1.0; 349.03036;4.2079816;2547.806;1.0; 128.38377;318.03;2551.8916;1.0; -32.587593;119.694275;2557.1675;1.0; -44.75827;-407.4611;2564.3296;1.0; -22.144625;-886.39136;2671.2832;1.0; 214.80257;78.09324;2567.3452;1.0; 214.21501;-425.57407;2559.802;1.0; 209.14497;-918.5444;2644.901;1.0; 
194.35521;807.42126;2495.5085;1.0; 149.99078;542.4298;2543.56;1.0; -17.709288;562.9899;2538.3203;1.0; -92.438354;294.50916;2597.963;1.0; -133.20293;38.18598;2512.4766;1.0; 317.69086;521.8697;2548.7996;1.0; 338.3282;268.27203;2626.512;1.0; 347.37436;3.827752;2573.2737;1.0; 122.90046;323.6986;2552.3215;1.0; -31.200363;120.53896;2557.1147;1.0; -42.950066;-406.9926;2563.3213;1.0; -22.24475;-885.74994;2672.3223;1.0; 222.82063;89.39586;2565.0513;1.0; 221.5698;-423.61575;2565.0132;1.0; 215.07507;-891.143;2639.137;1.0; 
